X,CH1,CH2,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,2.166800e-02,2.000000e-08
0,2.57e-01,-1.57e+00,4.96e+00,
1,2.57e-01,-1.57e+00,4.96e+00,
2,2.57e-01,-1.57e+00,4.80e+00,
3,2.57e-01,-1.57e+00,4.80e+00,
4,2.57e-01,-1.57e+00,4.96e+00,
5,2.57e-01,-1.57e+00,4.80e+00,
6,2.57e-01,-1.57e+00,4.80e+00,
7,2.57e-01,-1.57e+00,4.96e+00,
8,2.57e-01,-1.57e+00,4.96e+00,
9,2.57e-01,-1.57e+00,4.96e+00,
10,2.57e-01,-1.57e+00,4.80e+00,
11,2.57e-01,-1.57e+00,4.80e+00,
12,2.57e-01,-1.57e+00,4.96e+00,
13,2.57e-01,-1.57e+00,4.80e+00,
14,2.57e-01,-1.57e+00,4.96e+00,
15,2.57e-01,-1.57e+00,4.96e+00,
16,2.57e-01,-1.57e+00,4.96e+00,
17,2.57e-01,-1.57e+00,4.80e+00,
18,2.57e-01,-1.57e+00,4.80e+00,
19,2.57e-01,-1.57e+00,4.80e+00,
20,2.57e-01,-1.57e+00,4.96e+00,
21,2.57e-01,-1.57e+00,4.96e+00,
22,2.57e-01,-1.57e+00,4.80e+00,
23,2.57e-01,-1.57e+00,4.96e+00,
24,2.57e-01,-1.57e+00,4.96e+00,
25,2.57e-01,-1.57e+00,4.80e+00,
26,2.57e-01,-1.57e+00,4.80e+00,
27,2.57e-01,-1.57e+00,4.80e+00,
28,2.57e-01,-1.57e+00,4.96e+00,
29,2.57e-01,-1.57e+00,4.80e+00,
30,2.57e-01,-1.57e+00,4.96e+00,
31,2.57e-01,-1.57e+00,4.80e+00,
32,2.57e-01,-1.57e+00,4.96e+00,
33,2.57e-01,-1.57e+00,4.80e+00,
34,2.57e-01,-1.57e+00,4.96e+00,
35,2.57e-01,-1.57e+00,4.80e+00,
36,2.57e-01,-1.57e+00,4.96e+00,
37,2.57e-01,-1.57e+00,4.96e+00,
38,2.57e-01,-1.57e+00,4.96e+00,
39,2.57e-01,-1.57e+00,4.80e+00,
40,2.57e-01,-1.57e+00,4.96e+00,
41,2.57e-01,-1.57e+00,4.96e+00,
42,2.57e-01,-1.57e+00,4.80e+00,
43,2.57e-01,-1.57e+00,4.80e+00,
44,2.57e-01,-1.57e+00,4.96e+00,
45,2.57e-01,-1.57e+00,4.80e+00,
46,2.57e-01,-1.57e+00,4.80e+00,
47,2.57e-01,-1.57e+00,4.96e+00,
48,2.57e-01,-1.57e+00,4.96e+00,
49,2.57e-01,-1.57e+00,4.96e+00,
50,2.57e-01,-1.57e+00,4.80e+00,
51,2.57e-01,-1.57e+00,4.80e+00,
52,2.57e-01,-1.57e+00,4.96e+00,
53,2.57e-01,-1.57e+00,4.80e+00,
54,2.57e-01,-1.57e+00,4.96e+00,
55,2.57e-01,-1.57e+00,4.96e+00,
56,2.57e-01,-1.57e+00,4.96e+00,
57,2.57e-01,-1.57e+00,4.96e+00,
58,2.57e-01,-1.57e+00,4.80e+00,
59,2.57e-01,-1.57e+00,4.80e+00,
60,2.57e-01,-1.57e+00,4.80e+00,
61,2.57e-01,-1.57e+00,4.80e+00,
62,2.57e-01,-1.57e+00,4.80e+00,
63,2.57e-01,-1.57e+00,4.80e+00,
64,2.57e-01,-1.57e+00,4.96e+00,
65,2.57e-01,-1.57e+00,4.80e+00,
66,2.57e-01,-1.57e+00,4.96e+00,
67,2.57e-01,-1.57e+00,4.80e+00,
68,2.57e-01,-1.57e+00,4.80e+00,
69,2.57e-01,-1.57e+00,4.96e+00,
70,2.57e-01,-1.57e+00,4.96e+00,
71,2.57e-01,-1.57e+00,4.96e+00,
72,2.57e-01,-1.57e+00,4.96e+00,
